index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-07 10:37:44.830,2022-10-07 10:37:45.170,2022-10-07 10:37:45.000,151.78876,11.16408,,
R2,2022-10-07 10:37:51.860,2022-10-07 10:37:52.340,2022-10-07 10:37:52.100,123.4337,11.255199999999999,1204.75,
R3,2022-10-07 10:37:56.950,2022-10-07 10:37:57.290,2022-10-07 10:37:57.120,193.25637999999998,11.99738,1168.368,
R4,2022-10-07 10:38:08.300,2022-10-07 10:38:08.750,2022-10-07 10:38:08.525,102.57497,9.434897,1138.4180000000001,
R5,2022-10-07 10:38:13.910,2022-10-07 10:38:14.530,2022-10-07 10:38:14.220,151.70512000000002,7.977863999999999,1114.52,
R6,2022-10-07 10:38:19.790,2022-10-07 10:38:20.560,2022-10-07 10:38:20.175,66.90725,5.858725,1091.146,
R7,2022-10-07 10:38:24.890,2022-10-07 10:38:25.960,2022-10-07 10:38:25.425,171.6755,7.2753890000000006,1056.386,
R8,2022-10-07 10:38:31.010,2022-10-07 10:38:32.430,2022-10-07 10:38:31.720,55.305896,5.123698,1034.95,
R9,2022-10-07 10:38:36.520,2022-10-07 10:38:38.280,2022-10-07 10:38:37.400,91.1216,3.194012,,
R10,2022-10-07 10:38:44.710,2022-10-07 10:38:46.840,2022-10-07 10:38:45.775,45.532903,3.5774749999999997,952.4792,
F1,2022-10-07 10:38:56.050,2022-10-07 10:38:56.430,2022-10-07 10:38:56.240,108.7132,1.1398464000000001,884.3201999999999,859.7567999999999
F2,2022-10-07 10:38:56.170,2022-10-07 10:38:56.480,2022-10-07 10:38:56.325,98.70685,1.2831039999999998,882.8126,884.4114
F3,2022-10-07 10:38:56.270,2022-10-07 10:38:56.620,2022-10-07 10:38:56.445,111.7998,1.6746539999999999,930.3944999999999,881.7362
F4,2022-10-07 10:38:56.350,2022-10-07 10:38:56.710,2022-10-07 10:38:56.530,85.4671,0.9773440000000001,937.6823,930.5132
