index,start,end,mid,roll_force,roll_torque,out_temperature,in_temperature
R1,2022-10-20 13:43:00.920,2022-10-20 13:43:01.550,2022-10-20 13:43:01.235,255.70106,12.361989999999999,1104.95,
R2,2022-10-20 13:43:06.050,2022-10-20 13:43:06.860,2022-10-20 13:43:06.455,104.9051,8.665365000000001,1128.812,
R3,2022-10-20 13:43:10.190,2022-10-20 13:43:11.290,2022-10-20 13:43:10.740,253.84464000000003,10.236958,1105.42,
R4,2022-10-20 13:43:15.120,2022-10-20 13:43:16.600,2022-10-20 13:43:15.860,79.74952,6.851564000000001,1142.266,
R5,2022-10-20 13:43:20.320,2022-10-20 13:43:22.190,2022-10-20 13:43:21.255,160.15001,5.529947,1031.466,
R6,2022-10-20 13:43:26.830,2022-10-20 13:43:29.160,2022-10-20 13:43:27.995,62.240033999999994,4.6809899999999995,1071.608,
F1,2022-10-20 13:43:35.820,2022-10-20 13:43:36.270,2022-10-20 13:43:36.045,100.57849999999999,1.523855,975.147,942.8124
F2,2022-10-20 13:43:35.960,2022-10-20 13:43:36.390,2022-10-20 13:43:36.175,97.47872000000001,1.598292,966.9444,975.4297999999999
F3,2022-10-20 13:43:36.060,2022-10-20 13:43:36.510,2022-10-20 13:43:36.285,133.4078,1.87227,1037.718,968.2292
F4,2022-10-20 13:43:36.160,2022-10-20 13:43:36.590,2022-10-20 13:43:36.375,76.8552,1.233952,1032.9700000000003,1028.8210000000001
